IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
29271347,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,,,,,,,,,,38.145410840,-85.545525883,0.365,11/9/2021 12:00:00 AM,0847,2,2,0,0,CLEAR,DRY,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,I 0265,KY1819,11/10/2021 8:01:16 AM,False,7698,Accepted,
29271348,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,MARKET,ST,W,,,,,,,38.257530197,-85.777623696,20.681,11/9/2021 12:00:00 AM,0939,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,11/10/2021 8:01:21 AM,False,7220,Accepted,
29271350,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PAGES,LN,E,US0031W,DIXIE,,,,,38.130168190,-85.847845489,,11/9/2021 12:00:00 AM,1027,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,11/10/2021 8:01:25 AM,False,7205,Accepted,
29271382,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BOWEN,AVE,,,,,,,,38.051777290,-85.895096498,0.033,11/9/2021 12:00:00 AM,1508,1,1,0,0,CLOUDY,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,11/10/2021 8:02:47 AM,False,7234,Accepted,
29271389,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1934,,CANE RUN,RD,,,,,,,,38.178992612,-85.860397210,7.286,11/9/2021 12:00:00 AM,1549,4,4,0,0,CLOUDY,DRY,True,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DAYLIGHT,,,11/10/2021 8:02:51 AM,False,7234,Accepted,
29271390,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,,,,,,,,,,38.194665516,-85.707676542,0.292,11/9/2021 12:00:00 AM,1325,2,2,0,0,CLEAR,DRY,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,I 0264,KY0864,11/10/2021 8:02:55 AM,False,7451,Accepted,
29271399,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,DEERING,RD,,KY0907,VALLEY STATION,,,,,38.104796104,-85.861399317,0.062,11/9/2021 12:00:00 AM,2325,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,11/10/2021 8:03:16 AM,False,5048,Accepted,
29271406,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,I65 S,,,,,,,,,38.239118854,-85.753374110,134.795,11/9/2021 12:00:00 AM,2259,2,2,0,0,CLEAR,DRY,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,11/10/2021 8:03:30 AM,False,5152,Accepted,
29271364,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,I65 S,,,,,,,,,38.226074836,-85.751629793,133.872,11/9/2021 12:00:00 AM,1550,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,11/10/2021 8:01:57 AM,False,8278,Accepted,
29271374,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HILL,ST,W,,CATALPA,,,,,38.230664542,-85.802494760,2.517,11/9/2021 12:00:00 AM,1141,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,11/10/2021 8:02:24 AM,False,7656,Accepted,
29271376,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,ICHABOD,,,,,38.131518308,-85.578181621,4.175,11/9/2021 12:00:00 AM,1816,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DUSK,,,11/10/2021 8:02:28 AM,False,7698,Accepted,
29271392,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,3834,SOUTHERN,PKWY,,,,,,,,38.198973482,-85.766813361,9.009,11/9/2021 12:00:00 AM,0257,1,1,0,1,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DUSK,,,11/10/2021 8:02:58 AM,False,7291,Accepted,
29301809,0565000,LYNDON POLICE DEPARTMENT,Accepted,JEFFERSON,,,CIMMARON,TRL,,,WHIPPS MILL,,,,,38.272165210,-85.569867452,0.002,11/9/2021 12:00:00 AM,1255,2,2,0,1,CLOUDY,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,11/11/2021 9:05:09 PM,False,1388,Accepted,
29281551,0561500,UNIV. OF LOUISVILLE POLICE,Accepted,JEFFERSON,,,CRITTENDEN,DR,,,,,,,,38.213275295,-85.751800701,,11/9/2021 12:00:00 AM,1004,1,1,0,0,CLEAR,DRY,True,COLLISION IN PARKING LOT,SINGLE VEHICLE,CURVE & HILLCREST,UNKNOWN,,,11/10/2021 1:44:37 PM,False,5711,Accepted,
29303311,0564400,INDIAN HILLS POLICE DEPARTMENT,Accepted,JEFFERSON,,,BLANKENBAKER,LN,,,GLEN COVE,,,,,38.282505539,-85.652065949,0.675,11/9/2021 12:00:00 AM,1100,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,CURVE & GRADE,DAYLIGHT,,,11/12/2021 7:40:29 AM,False,4419,Accepted,
29303522,0564400,INDIAN HILLS POLICE DEPARTMENT,Accepted,JEFFERSON,US0042,3800,BROWNSBORO,RD,,,PENNINGTON,,,,,38.265248748,-85.668064597,3.759,11/9/2021 12:00:00 AM,1745,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,11/12/2021 8:21:19 AM,False,4433,Accepted,
