IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
27657251,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,,,,,,,,,,38.189963052,-85.780600621,0.070,1/9/2021 12:00:00 AM,0627,1,1,0,1,CLOUDY,DRY,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,I 0264,KY1865,1/11/2021 8:45:16 AM,False,5287,Accepted,
27657260,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,11300,PRESTON,HWY,,,,,,,,38.086829564,-85.667518544,0.226,1/9/2021 12:00:00 AM,2040,1,1,0,0,CLEAR,DRY,True,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,1/11/2021 8:45:27 AM,False,5182,Accepted,
27657282,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PAGES,LN,W,,DEVONSHIRE,,,,,38.130840430,-85.868505831,1.126,1/9/2021 12:00:00 AM,1650,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:46:37 AM,False,2311,Accepted,
27657500,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,26TH,ST,S,,,,,,,38.238968171,-85.796072030,1.507,1/9/2021 12:00:00 AM,1346,2,1,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:45:04 AM,False,5179,Accepted,
27657233,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,CEDAR CREEK,RD,,,CEDAR CREEK,,,,,38.103801423,-85.614048301,1.815,1/9/2021 12:00:00 AM,1041,2,2,0,0,CLEAR,DRY,False,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:44:43 AM,False,7278,Accepted,
27657242,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1865,,NEW CUT,RD,,,,,PARK,,FRISBEE,38.158917239,-85.778417598,3.589,1/9/2021 12:00:00 AM,1510,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:44:54 AM,False,7139,Accepted,
27657266,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,22ND,ST,S,,BROADWAY,,,,,38.249242735,-85.788210896,19.556,1/9/2021 12:00:00 AM,2114,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/11/2021 8:45:44 AM,False,5172,Accepted,
27657267,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BLOSSOM,LN,,,LANGDON,,,,,38.286728767,-85.582833931,0.224,1/9/2021 12:00:00 AM,1841,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DUSK,,,1/11/2021 8:45:48 AM,False,5030,Accepted,
27657274,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1931,,MANSLICK,RD,,,MELODY,,,,,38.160499582,-85.797944352,5.907,1/9/2021 12:00:00 AM,1501,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:46:11 AM,False,5321,Accepted,
27734837,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,DUMESNIL,ST,,,32ND,,,,,38.237424687,-85.807189487,0.708,1/9/2021 12:00:00 AM,0358,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,2/1/2021 10:55:27 AM,False,7393,Accepted,
27657223,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1703,,NEWBURG,RD,,,BROADMOOR,,,,,38.186461443,-85.667614689,0.673,1/9/2021 12:00:00 AM,0251,2,2,0,1,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,1/11/2021 8:44:29 AM,False,7492,Accepted,
27657280,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,319,CARDINAL,BLVD,W,,,,,,,38.220621539,-85.761796718,0.215,1/9/2021 12:00:00 AM,1125,2,2,0,0,CLOUDY,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:46:32 AM,False,7322,Accepted,
27657281,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,823,MULBERRY,ST,,,,,,,,38.227783179,-85.740873582,0.069,1/9/2021 12:00:00 AM,1535,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2021 8:46:35 AM,False,7322,Accepted,
