IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
26915987,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,12.8,I265 W,,,,,,,,,38.110953306,-85.684748090,11.203,7/9/2020 12:00:00 AM,1437,2,2,0,1,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:31:27 AM,False,7799,Accepted,
26915995,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1065,,OUTER,LOOP,,,,,GRADE,KY3079,KY3079,38.127908813,-85.745026423,2.740,7/9/2020 12:00:00 AM,1637,3,3,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:32:10 AM,False,7232,Accepted,
26915984,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1065,175,OUTER,LOOP,,,,,,,,38.126666032,-85.781166305,0.750,7/9/2020 12:00:00 AM,1235,2,2,0,0,CLEAR,DRY,False,COLLISION IN PARKING LOT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:31:05 AM,False,7263,Accepted,
26915985,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CHESTNUT,ST,W,,15TH,,,,,38.250953095,-85.776078812,1.364,7/9/2020 12:00:00 AM,1107,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:31:15 AM,False,7947,Accepted,
26915986,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,22ND,ST,S,US0150,BROADWAY,,,,,38.249216821,-85.788203204,19.558,7/9/2020 12:00:00 AM,1439,3,3,0,3,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:31:21 AM,False,7947,Accepted,
26915992,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1447,,WESTPORT,RD,,,,,SHELBURN PARK,,TOWNE CENTER,38.295165112,-85.556335067,6.214,7/9/2020 12:00:00 AM,1044,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:31:56 AM,False,7751,Accepted,
26915993,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,34TH,ST,S,,,,DUMESNIL,,VIRGINIA,38.237648003,-85.810476131,1.726,7/9/2020 12:00:00 AM,1503,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:32:02 AM,False,7328,Accepted,
26915996,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CENTRAL,AVE,,,4TH,,,,,38.205141187,-85.765732576,0.434,7/9/2020 12:00:00 AM,1106,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,7/10/2020 8:32:14 AM,False,7402,Accepted,
26916003,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,1423,EVERETT,AVE,,,,,,,,38.235194069,-85.710007212,0.046,7/9/2020 12:00:00 AM,0042,3,3,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,,,7/10/2020 8:32:52 AM,False,5104,Accepted,
26916004,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2251,,BARDSTOWN,RD,,KY2251,KY2251 TURN LANE,,,,,38.191368601,-85.645622660,0.100,7/9/2020 12:00:00 AM,2227,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,7/10/2020 8:32:56 AM,False,5222,Accepted,
